EDINum|Client              |Exp |LivreeA             |CommandeClient        |ClientNom                     |ShipToName                    |DateCom |DateLiv |Line|Produit             |Qtee  |Prix     |
9000151||9|8400400|673019137||Chavigny|2024-11-25|2024-11-25|5|05650|1|6.00|
9000151||9|8400400|673019137||Chavigny|2024-11-25|2024-11-25|6|06650|2|7.00|
9000151||9|8400400|673019137||Chavigny|2024-11-25|2024-11-25|7|02600|4|6.00|
9000151||9|8400400|673019137||Chavigny|2024-11-25|2024-11-25|8|20675|2|8.00|
9000151||9|8400400|673019137||Chavigny|2024-11-25|2024-11-25|9|21675|7|8.00|
9000152||9|8400400|673019136||Chavigny|2024-11-25|2024-11-25|1|10650|5|6.00|
9000152||9|8400400|673019136||Chavigny|2024-11-25|2024-11-25|2|03650|4|7.00|
9000152||9|8400400|673019136||Chavigny|2024-11-25|2024-11-25|3|04650|2|7.00|
9000152||9|8400400|673019136||Chavigny|2024-11-25|2024-11-25|4|05650|2|6.00|
9000152||9|8400400|673019136||Chavigny|2024-11-25|2024-11-25|5|06650|6|7.00|
9000152||9|8400400|673019136||Chavigny|2024-11-25|2024-11-25|6|02600|7|6.00|
9000152||9|8400400|673019136||Chavigny|2024-11-25|2024-11-25|7|09650|3|6.00|
9000152||9|8400400|673019136||Chavigny|2024-11-25|2024-11-25|8|20675|12|8.00|
9000152||9|8400400|673019136||Chavigny|2024-11-25|2024-11-25|9|21675|13|8.00|
9000153||9|8400400|673019135||Chavigny|2024-11-25|2024-11-25|1|10650|6|6.00|
9000153||9|8400400|673019135||Chavigny|2024-11-25|2024-11-25|2|03650|1|7.00|
9000153||9|8400400|673019135||Chavigny|2024-11-25|2024-11-25|3|06650|4|7.00|
9000153||9|8400400|673019135||Chavigny|2024-11-25|2024-11-25|4|09650|1|6.00|
9000153||9|8400400|673019135||Chavigny|2024-11-25|2024-11-25|5|20675|1|8.00|
9000153||9|8400400|673019135||Chavigny|2024-11-25|2024-11-25|6|21675|3|8.00|
9000154||9|8400400|673019134||Chavigny|2024-11-25|2024-11-25|1|10650|1|6.00|
9000154||9|8400400|673019134||Chavigny|2024-11-25|2024-11-25|2|03650|3|7.00|
9000154||9|8400400|673019134||Chavigny|2024-11-25|2024-11-25|3|04650|3|7.00|
9000154||9|8400400|673019134||Chavigny|2024-11-25|2024-11-25|4|06650|2|7.00|
9000154||9|8400400|673019134||Chavigny|2024-11-25|2024-11-25|5|02600|3|6.00|
9000154||9|8400400|673019134||Chavigny|2024-11-25|2024-11-25|6|09650|2|6.00|
9000154||9|8400400|673019134||Chavigny|2024-11-25|2024-11-25|7|20675|10|8.00|
9000154||9|8400400|673019134||Chavigny|2024-11-25|2024-11-25|8|21675|14|8.00|
9000155||9|8400400|673019133||Chavigny|2024-11-25|2024-11-25|1|03650|1|7.00|
9000155||9|8400400|673019133||Chavigny|2024-11-25|2024-11-25|2|04650|1|7.00|
9000155||9|8400400|673019133||Chavigny|2024-11-25|2024-11-25|3|02600|1|6.00|
9000155||9|8400400|673019133||Chavigny|2024-11-25|2024-11-25|4|09650|3|6.00|
9000155||9|8400400|673019133||Chavigny|2024-11-25|2024-11-25|5|20675|6|8.00|
9000155||9|8400400|673019133||Chavigny|2024-11-25|2024-11-25|6|21675|9|8.00|
9000156||9|8400400|673019132||Chavigny|2024-11-25|2024-11-25|1|10650|1|6.00|
9000156||9|8400400|673019132||Chavigny|2024-11-25|2024-11-25|2|03650|3|7.00|
9000156||9|8400400|673019132||Chavigny|2024-11-25|2024-11-25|3|04650|3|7.00|
9000156||9|8400400|673019132||Chavigny|2024-11-25|2024-11-25|4|06650|2|7.00|
9000156||9|8400400|673019132||Chavigny|2024-11-25|2024-11-25|5|02600|3|6.00|
9000156||9|8400400|673019132||Chavigny|2024-11-25|2024-11-25|6|09650|2|6.00|
9000156||9|8400400|673019132||Chavigny|2024-11-25|2024-11-25|7|20675|11|8.00|
9000156||9|8400400|673019132||Chavigny|2024-11-25|2024-11-25|8|21675|15|8.00|
9000157||9|8400400|673019131||Chavigny|2024-11-25|2024-11-25|1|01650|1|6.00|
9000157||9|8400400|673019131||Chavigny|2024-11-25|2024-11-25|2|10650|2|6.00|
9000157||9|8400400|673019131||Chavigny|2024-11-25|2024-11-25|3|04650|3|7.00|
9000157||9|8400400|673019131||Chavigny|2024-11-25|2024-11-25|4|05650|1|6.00|
9000157||9|8400400|673019131||Chavigny|2024-11-25|2024-11-25|5|06650|1|7.00|
9000157||9|8400400|673019131||Chavigny|2024-11-25|2024-11-25|6|02600|2|6.00|
9000157||9|8400400|673019131||Chavigny|2024-11-25|2024-11-25|7|09650|1|6.00|
9000157||9|8400400|673019131||Chavigny|2024-11-25|2024-11-25|8|20675|4|8.00|
9000157||9|8400400|673019131||Chavigny|2024-11-25|2024-11-25|9|21675|3|8.00|
9000158||9|8400400|673019130||Chavigny|2024-11-25|2024-11-25|1|01650|4|6.00|
9000158||9|8400400|673019130||Chavigny|2024-11-25|2024-11-25|2|10650|5|6.00|
9000158||9|8400400|673019130||Chavigny|2024-11-25|2024-11-25|3|03650|7|7.00|
9000158||9|8400400|673019130||Chavigny|2024-11-25|2024-11-25|4|04650|9|7.00|
9000158||9|8400400|673019130||Chavigny|2024-11-25|2024-11-25|5|05650|4|6.00|
9000158||9|8400400|673019130||Chavigny|2024-11-25|2024-11-25|6|06650|6|7.00|
9000158||9|8400400|673019130||Chavigny|2024-11-25|2024-11-25|7|02600|13|6.00|
9000158||9|8400400|673019130||Chavigny|2024-11-25|2024-11-25|8|09650|5|6.00|
9000158||9|8400400|673019130||Chavigny|2024-11-25|2024-11-25|9|20675|7|8.00|
9000158||9|8400400|673019130||Chavigny|2024-11-25|2024-11-25|10|21675|4|8.00|
9000159||9|8400400|673019129||Chavigny|2024-11-25|2024-11-25|1|06650|2|7.00|
9000160||9|8400400|673019128||Chavigny|2024-11-25|2024-11-25|1|10650|2|6.00|
9000160||9|8400400|673019128||Chavigny|2024-11-25|2024-11-25|2|05650|2|6.00|
9000160||9|8400400|673019128||Chavigny|2024-11-25|2024-11-25|3|06650|2|7.00|
9000160||9|8400400|673019128||Chavigny|2024-11-25|2024-11-25|4|02600|1|6.00|
9000160||9|8400400|673019128||Chavigny|2024-11-25|2024-11-25|5|09650|2|6.00|
9000160||9|8400400|673019128||Chavigny|2024-11-25|2024-11-25|6|20675|1|8.00|
9000160||9|8400400|673019128||Chavigny|2024-11-25|2024-11-25|7|21675|9|8.00|
9000161||9|8400400|673019127||Chavigny|2024-11-25|2024-11-25|1|10650|2|6.00|
9000161||9|8400400|673019127||Chavigny|2024-11-25|2024-11-25|2|03650|2|7.00|
9000161||9|8400400|673019127||Chavigny|2024-11-25|2024-11-25|3|04650|2|7.00|
9000161||9|8400400|673019127||Chavigny|2024-11-25|2024-11-25|4|05650|3|6.00|
9000161||9|8400400|673019127||Chavigny|2024-11-25|2024-11-25|5|02600|3|6.00|
9000161||9|8400400|673019127||Chavigny|2024-11-25|2024-11-25|6|09650|1|6.00|
9000161||9|8400400|673019127||Chavigny|2024-11-25|2024-11-25|7|20675|1|8.00|
9000161||9|8400400|673019127||Chavigny|2024-11-25|2024-11-25|8|21675|1|8.00|
9000162||9|8400400|673019126||Chavigny|2024-11-25|2024-11-25|1|10650|6|6.00|
9000162||9|8400400|673019126||Chavigny|2024-11-25|2024-11-25|2|04650|1|7.00|
9000162||9|8400400|673019126||Chavigny|2024-11-25|2024-11-25|3|02600|5|6.00|
9000162||9|8400400|673019126||Chavigny|2024-11-25|2024-11-25|4|09650|3|6.00|
9000162||9|8400400|673019126||Chavigny|2024-11-25|2024-11-25|5|21675|3|8.00|
9000163||9|8400400|673019125||Chavigny|2024-11-25|2024-11-25|1|01650|5|6.00|
9000163||9|8400400|673019125||Chavigny|2024-11-25|2024-11-25|2|10650|3|6.00|
9000163||9|8400400|673019125||Chavigny|2024-11-25|2024-11-25|3|03650|2|7.00|
9000163||9|8400400|673019125||Chavigny|2024-11-25|2024-11-25|4|04650|5|7.00|
9000163||9|8400400|673019125||Chavigny|2024-11-25|2024-11-25|5|05650|1|6.00|
9000163||9|8400400|673019125||Chavigny|2024-11-25|2024-11-25|6|06650|1|7.00|
9000163||9|8400400|673019125||Chavigny|2024-11-25|2024-11-25|7|02600|3|6.00|
9000163||9|8400400|673019125||Chavigny|2024-11-25|2024-11-25|8|09650|2|6.00|
9000163||9|8400400|673019125||Chavigny|2024-11-25|2024-11-25|9|20675|8|8.00|
9000163||9|8400400|673019125||Chavigny|2024-11-25|2024-11-25|10|21675|13|8.00|
9000164||9|8400400|673019124||Chavigny|2024-11-25|2024-11-25|1|01650|2|6.00|
9000164||9|8400400|673019124||Chavigny|2024-11-25|2024-11-25|2|10650|1|6.00|
9000164||9|8400400|673019124||Chavigny|2024-11-25|2024-11-25|3|03650|1|7.00|
9000164||9|8400400|673019124||Chavigny|2024-11-25|2024-11-25|4|04650|4|7.00|
9000164||9|8400400|673019124||Chavigny|2024-11-25|2024-11-25|5|05650|1|6.00|
9000164||9|8400400|673019124||Chavigny|2024-11-25|2024-11-25|6|06650|1|7.00|
9000164||9|8400400|673019124||Chavigny|2024-11-25|2024-11-25|7|02600|5|6.00|
9000164||9|8400400|673019124||Chavigny|2024-11-25|2024-11-25|8|09650|4|6.00|
9000164||9|8400400|673019124||Chavigny|2024-11-25|2024-11-25|9|21675|3|8.00|
9000165||9|8400400|673019123||Chavigny|2024-11-25|2024-11-25|1|01650|2|6.00|
9000165||9|8400400|673019123||Chavigny|2024-11-25|2024-11-25|2|10650|1|6.00|
9000165||9|8400400|673019123||Chavigny|2024-11-25|2024-11-25|3|03650|4|7.00|
9000165||9|8400400|673019123||Chavigny|2024-11-25|2024-11-25|4|04650|3|7.00|
9000165||9|8400400|673019123||Chavigny|2024-11-25|2024-11-25|5|05650|3|6.00|
9000165||9|8400400|673019123||Chavigny|2024-11-25|2024-11-25|6|06650|1|7.00|
9000165||9|8400400|673019123||Chavigny|2024-11-25|2024-11-25|7|02600|2|6.00|
9000165||9|8400400|673019123||Chavigny|2024-11-25|2024-11-25|8|09650|1|6.00|
9000165||9|8400400|673019123||Chavigny|2024-11-25|2024-11-25|9|20675|1|8.00|
9000165||9|8400400|673019123||Chavigny|2024-11-25|2024-11-25|10|21675|3|8.00|
9000166||9|8400400|673019122||Chavigny|2024-11-25|2024-11-25|1|01650|2|6.00|
9000166||9|8400400|673019122||Chavigny|2024-11-25|2024-11-25|2|10650|3|6.00|
9000166||9|8400400|673019122||Chavigny|2024-11-25|2024-11-25|3|03650|2|7.00|
9000166||9|8400400|673019122||Chavigny|2024-11-25|2024-11-25|4|04650|2|7.00|
9000166||9|8400400|673019122||Chavigny|2024-11-25|2024-11-25|5|05650|1|6.00|
9000166||9|8400400|673019122||Chavigny|2024-11-25|2024-11-25|6|06650|2|7.00|
9000166||9|8400400|673019122||Chavigny|2024-11-25|2024-11-25|7|02600|4|6.00|
9000166||9|8400400|673019122||Chavigny|2024-11-25|2024-11-25|8|09650|1|6.00|
9000166||9|8400400|673019122||Chavigny|2024-11-25|2024-11-25|9|20675|11|8.00|
9000166||9|8400400|673019122||Chavigny|2024-11-25|2024-11-25|10|21675|14|8.00|
9000167||9|8400400|673019121||Chavigny|2024-11-25|2024-11-25|1|01650|2|6.00|
9000167||9|8400400|673019121||Chavigny|2024-11-25|2024-11-25|2|10650|2|6.00|
9000167||9|8400400|673019121||Chavigny|2024-11-25|2024-11-25|3|03650|4|7.00|
9000167||9|8400400|673019121||Chavigny|2024-11-25|2024-11-25|4|04650|3|7.00|
9000167||9|8400400|673019121||Chavigny|2024-11-25|2024-11-25|5|05650|3|6.00|
9000167||9|8400400|673019121||Chavigny|2024-11-25|2024-11-25|6|06650|1|7.00|
9000167||9|8400400|673019121||Chavigny|2024-11-25|2024-11-25|7|02600|2|6.00|
9000167||9|8400400|673019121||Chavigny|2024-11-25|2024-11-25|8|09650|1|6.00|
9000167||9|8400400|673019121||Chavigny|2024-11-25|2024-11-25|9|20675|1|8.00|
9000167||9|8400400|673019121||Chavigny|2024-11-25|2024-11-25|10|21675|4|8.00|
9000168||9|8400400|673019120||Chavigny|2024-11-25|2024-11-25|1|06650|2|7.00|
9000168||9|8400400|673019120||Chavigny|2024-11-25|2024-11-25|2|02600|2|6.00|
9000168||9|8400400|673019120||Chavigny|2024-11-25|2024-11-25|3|09650|2|6.00|
9000168||9|8400400|673019120||Chavigny|2024-11-25|2024-11-25|4|20675|2|8.00|
9000169||9|8400400|673019119||Chavigny|2024-11-25|2024-11-25|1|01650|1|6.00|
9000169||9|8400400|673019119||Chavigny|2024-11-25|2024-11-25|2|03650|1|7.00|
9000169||9|8400400|673019119||Chavigny|2024-11-25|2024-11-25|3|05650|1|6.00|
9000170||9|8400400|673019118||Chavigny|2024-11-25|2024-11-25|1|01650|1|6.00|
9000170||9|8400400|673019118||Chavigny|2024-11-25|2024-11-25|2|03650|1|7.00|
9000170||9|8400400|673019118||Chavigny|2024-11-25|2024-11-25|3|05650|1|6.00|
9000171||9|8400400|673019117||Chavigny|2024-11-25|2024-11-25|1|01650|2|6.00|
9000171||9|8400400|673019117||Chavigny|2024-11-25|2024-11-25|2|10650|1|6.00|
9000171||9|8400400|673019117||Chavigny|2024-11-25|2024-11-25|3|03650|3|7.00|
9000171||9|8400400|673019117||Chavigny|2024-11-25|2024-11-25|4|05650|2|6.00|
9000171||9|8400400|673019117||Chavigny|2024-11-25|2024-11-25|5|06650|3|7.00|
9000171||9|8400400|673019117||Chavigny|2024-11-25|2024-11-25|6|02600|5|6.00|
9000171||9|8400400|673019117||Chavigny|2024-11-25|2024-11-25|7|09650|6|6.00|
9000171||9|8400400|673019117||Chavigny|2024-11-25|2024-11-25|8|20675|5|8.00|
9000171||9|8400400|673019117||Chavigny|2024-11-25|2024-11-25|9|21675|11|8.00|
9000172||9|8400400|673019116||Chavigny|2024-11-25|2024-11-25|1|01650|4|6.00|
9000172||9|8400400|673019116||Chavigny|2024-11-25|2024-11-25|2|10650|2|6.00|
9000172||9|8400400|673019116||Chavigny|2024-11-25|2024-11-25|3|03650|3|7.00|
9000172||9|8400400|673019116||Chavigny|2024-11-25|2024-11-25|4|05650|2|6.00|
9000172||9|8400400|673019116||Chavigny|2024-11-25|2024-11-25|5|06650|5|7.00|
9000172||9|8400400|673019116||Chavigny|2024-11-25|2024-11-25|6|02600|7|6.00|
9000172||9|8400400|673019116||Chavigny|2024-11-25|2024-11-25|7|09650|9|6.00|
9000172||9|8400400|673019116||Chavigny|2024-11-25|2024-11-25|8|20675|6|8.00|
9000172||9|8400400|673019116||Chavigny|2024-11-25|2024-11-25|9|21675|12|8.00|
9000173||9|8400400|673019115||Chavigny|2024-11-25|2024-11-25|1|01650|4|6.00|
9000173||9|8400400|673019115||Chavigny|2024-11-25|2024-11-25|2|10650|2|6.00|
9000173||9|8400400|673019115||Chavigny|2024-11-25|2024-11-25|3|03650|3|7.00|
9000173||9|8400400|673019115||Chavigny|2024-11-25|2024-11-25|4|05650|2|6.00|
9000173||9|8400400|673019115||Chavigny|2024-11-25|2024-11-25|5|06650|5|7.00|
9000173||9|8400400|673019115||Chavigny|2024-11-25|2024-11-25|6|02600|7|6.00|
9000173||9|8400400|673019115||Chavigny|2024-11-25|2024-11-25|7|09650|9|6.00|
9000173||9|8400400|673019115||Chavigny|2024-11-25|2024-11-25|8|20675|7|8.00|
9000173||9|8400400|673019115||Chavigny|2024-11-25|2024-11-25|9|21675|13|8.00|
9000174||9|8400400|673019114||Chavigny|2024-11-25|2024-11-25|1|01650|4|6.00|
9000174||9|8400400|673019114||Chavigny|2024-11-25|2024-11-25|2|10650|2|6.00|
9000174||9|8400400|673019114||Chavigny|2024-11-25|2024-11-25|3|03650|3|7.00|
9000174||9|8400400|673019114||Chavigny|2024-11-25|2024-11-25|4|05650|2|6.00|
9000174||9|8400400|673019114||Chavigny|2024-11-25|2024-11-25|5|06650|5|7.00|
9000174||9|8400400|673019114||Chavigny|2024-11-25|2024-11-25|6|02600|7|6.00|
9000174||9|8400400|673019114||Chavigny|2024-11-25|2024-11-25|7|09650|9|6.00|
9000174||9|8400400|673019114||Chavigny|2024-11-25|2024-11-25|8|20675|7|8.00|
9000174||9|8400400|673019114||Chavigny|2024-11-25|2024-11-25|9|21675|13|8.00|
9000175||9|8400400|673019113||Chavigny|2024-11-25|2024-11-25|1|01650|1|6.00|
9000175||9|8400400|673019113||Chavigny|2024-11-25|2024-11-25|2|10650|3|6.00|
9000175||9|8400400|673019113||Chavigny|2024-11-25|2024-11-25|3|04650|2|7.00|
9000175||9|8400400|673019113||Chavigny|2024-11-25|2024-11-25|4|02600|1|6.00|
9000175||9|8400400|673019113||Chavigny|2024-11-25|2024-11-25|5|09650|3|6.00|
9000175||9|8400400|673019113||Chavigny|2024-11-25|2024-11-25|6|20675|3|8.00|
9000175||9|8400400|673019113||Chavigny|2024-11-25|2024-11-25|7|21675|5|8.00|
9000176||9|8400400|673019112||Chavigny|2024-11-25|2024-11-25|1|01650|4|6.00|
9000176||9|8400400|673019112||Chavigny|2024-11-25|2024-11-25|2|10650|6|6.00|
9000176||9|8400400|673019112||Chavigny|2024-11-25|2024-11-25|3|03650|7|7.00|
9000176||9|8400400|673019112||Chavigny|2024-11-25|2024-11-25|4|04650|6|7.00|
9000176||9|8400400|673019112||Chavigny|2024-11-25|2024-11-25|5|05650|7|6.00|
9000176||9|8400400|673019112||Chavigny|2024-11-25|2024-11-25|6|06650|9|7.00|
9000176||9|8400400|673019112||Chavigny|2024-11-25|2024-11-25|7|02600|11|6.00|
9000176||9|8400400|673019112||Chavigny|2024-11-25|2024-11-25|8|09650|6|6.00|
9000176||9|8400400|673019112||Chavigny|2024-11-25|2024-11-25|9|20675|12|8.00|
9000176||9|8400400|673019112||Chavigny|2024-11-25|2024-11-25|10|21675|15|8.00|
9000177||9|8400400|673019111||Chavigny|2024-11-25|2024-11-25|1|10650|5|6.00|
9000177||9|8400400|673019111||Chavigny|2024-11-25|2024-11-25|2|03650|2|7.00|
9000177||9|8400400|673019111||Chavigny|2024-11-25|2024-11-25|3|04650|3|7.00|
9000177||9|8400400|673019111||Chavigny|2024-11-25|2024-11-25|4|06650|4|7.00|
9000177||9|8400400|673019111||Chavigny|2024-11-25|2024-11-25|5|02600|7|6.00|
9000177||9|8400400|673019111||Chavigny|2024-11-25|2024-11-25|6|09650|2|6.00|
9000177||9|8400400|673019111||Chavigny|2024-11-25|2024-11-25|7|20675|8|8.00|
9000177||9|8400400|673019111||Chavigny|2024-11-25|2024-11-25|8|21675|8|8.00|
9000178||9|8400400|673019110||Chavigny|2024-11-25|2024-11-25|1|01650|1|6.00|
9000178||9|8400400|673019110||Chavigny|2024-11-25|2024-11-25|2|03650|1|7.00|
9000178||9|8400400|673019110||Chavigny|2024-11-25|2024-11-25|3|04650|1|7.00|
9000178||9|8400400|673019110||Chavigny|2024-11-25|2024-11-25|4|06650|2|7.00|
9000178||9|8400400|673019110||Chavigny|2024-11-25|2024-11-25|5|02600|1|6.00|
9000179||9|8400400|673019109||Chavigny|2024-11-25|2024-11-25|1|02600|2|6.00|
9000179||9|8400400|673019109||Chavigny|2024-11-25|2024-11-25|2|09650|2|6.00|
9000179||9|8400400|673019109||Chavigny|2024-11-25|2024-11-25|3|20675|1|8.00|
9000179||9|8400400|673019109||Chavigny|2024-11-25|2024-11-25|4|21675|1|8.00|
9000180||9|8400400|673019108||Chavigny|2024-11-25|2024-11-25|1|01650|5|6.00|
9000180||9|8400400|673019108||Chavigny|2024-11-25|2024-11-25|2|10650|9|6.00|
9000180||9|8400400|673019108||Chavigny|2024-11-25|2024-11-25|3|03650|3|7.00|
9000180||9|8400400|673019108||Chavigny|2024-11-25|2024-11-25|4|04650|2|7.00|
9000180||9|8400400|673019108||Chavigny|2024-11-25|2024-11-25|5|05650|2|6.00|
9000180||9|8400400|673019108||Chavigny|2024-11-25|2024-11-25|6|06650|6|7.00|
9000180||9|8400400|673019108||Chavigny|2024-11-25|2024-11-25|7|02600|20|6.00|
9000180||9|8400400|673019108||Chavigny|2024-11-25|2024-11-25|8|09650|2|6.00|
9000180||9|8400400|673019108||Chavigny|2024-11-25|2024-11-25|9|20675|13|8.00|
9000180||9|8400400|673019108||Chavigny|2024-11-25|2024-11-25|10|21675|10|8.00|
9000181||9|8400400|673019107||Chavigny|2024-11-25|2024-11-25|1|10650|5|6.00|
9000181||9|8400400|673019107||Chavigny|2024-11-25|2024-11-25|2|03650|2|7.00|
9000181||9|8400400|673019107||Chavigny|2024-11-25|2024-11-25|3|04650|2|7.00|
9000181||9|8400400|673019107||Chavigny|2024-11-25|2024-11-25|4|05650|1|6.00|
9000181||9|8400400|673019107||Chavigny|2024-11-25|2024-11-25|5|06650|1|7.00|
9000181||9|8400400|673019107||Chavigny|2024-11-25|2024-11-25|6|02600|3|6.00|
9000181||9|8400400|673019107||Chavigny|2024-11-25|2024-11-25|7|20675|3|8.00|
9000181||9|8400400|673019107||Chavigny|2024-11-25|2024-11-25|8|21675|4|8.00|
9000182||9|8400400|673019106||Chavigny|2024-11-25|2024-11-25|1|01650|1|6.00|
9000182||9|8400400|673019106||Chavigny|2024-11-25|2024-11-25|2|10650|1|6.00|
9000182||9|8400400|673019106||Chavigny|2024-11-25|2024-11-25|3|03650|1|7.00|
9000182||9|8400400|673019106||Chavigny|2024-11-25|2024-11-25|4|04650|1|7.00|
9000182||9|8400400|673019106||Chavigny|2024-11-25|2024-11-25|5|05650|2|6.00|
9000182||9|8400400|673019106||Chavigny|2024-11-25|2024-11-25|6|02600|3|6.00|
9000182||9|8400400|673019106||Chavigny|2024-11-25|2024-11-25|7|09650|2|6.00|
9000182||9|8400400|673019106||Chavigny|2024-11-25|2024-11-25|8|20675|1|8.00|
9000182||9|8400400|673019106||Chavigny|2024-11-25|2024-11-25|9|21675|8|8.00|
9000183||9|8400400|673019105||Chavigny|2024-11-25|2024-11-25|1|01650|1|6.00|
9000183||9|8400400|673019105||Chavigny|2024-11-25|2024-11-25|2|10650|9|6.00|
9000183||9|8400400|673019105||Chavigny|2024-11-25|2024-11-25|3|03650|4|7.00|
9000183||9|8400400|673019105||Chavigny|2024-11-25|2024-11-25|4|04650|6|7.00|
